penalty,max_iter,random_state,n_jobs,n_samples,n_features,n_classes,n_clusters_per_class,n_informative,flip_y,scale,time,n1,WithFeature,featureInfo,WithInfo,Withflip,total clusters,clusterInfo,All,AllDjob,AllDDjob,AllwithFlip,AllwithClass m1,flipwithcluster,WithfeatureInfo,m1flip,WithfeatureInfoMflip,WithfeatureInfoDjob,x2,m1flipDjob,final
l2,832,973,16,948,1299,8,2,9,0.01238835458,512284032,1.511168242,788736,1024568016,11691,7098624,9771.141238,16,144,147537801216,9221112576,576319536,114234412.2,73768900608,0.1982136733,9221112576,913875297.7,114234412.2,576319536,36019971,57117206.11,4610556288
l2,982,214,4,581,605,6,5,10,0.03122313368,517766865,0.9041521549,570542,345177910,6050,5705420,17814.10914,30,300,103553373000,25888343250,6472085813,808315202,20710674600,0.9366940104,3451779100,646652161.6,107775360.3,862944775,215736193.8,161663040.4,5177668650
l2,875,752,8,784,650,5,3,9,0.03379542192,278687500,0.7048082352,686000,445900000,5850,6174000,23183.65944,15,135,60196500000,7524562500,940570312.5,254295764.5,20065500000,0.5069313288,4013100000,678122038.5,135624407.7,501637500,62704687.5,84765254.82,2508187500
l2,322,533,16,1182,310,8,2,8,0.04165090476,58993620.04,0.307986021,380604,117987240,2480,3044832,15852.50096,16,128,15102366720,943897920,58993620,39314202.37,7551183360,0.6664144762,943897920,314513619,39314202.37,58993620,3687101.25,19657101.18,471948960
none,254,798,16,161,952,6,4,11,0.008695687813,14599158.01,0.3062272072,162814,154998928,10472,1790954,1415.779716,24,216,40919716992,2557482312,159842644.5,22239067.77,10229929248,0.2086965075,1704988208,88956271.09,14826045.18,106561763,6660110.188,5559766.943,639370578
l2,555,631,16,1285,1227,8,4,8,0.008037584716,437532862.5,1.310632706,713175,875065725,9816,5705400,5732.20448,32,256,224016825600,14001051600,875065725,112534638.3,56004206400,0.2572027109,7000525800,450138553.4,56267319.17,437532862.5,27345803.91,28133659.59,3500262900
l2,462,179,4,328,1039,7,5,8,0.02578383368,275530332,0.4036018848,151536,157445904,8312,1212288,3907.179021,35,280,44084853120,11021213280,2755303320,284169130.2,8816970624,0.9024341788,1259567232,227335304.1,32476472.02,314891808,78722952,56833826.03,2204242656
none,794,196,4,972,516,3,3,7,0.09320505311,298674216.1,0.6036806107,771768,398232288,3612,5402376,71932.67743,9,63,25088634144,6272158536,1568039634,584596869.5,8362878048,0.838845478,2787626016,779462492.6,259820830.9,696906504,174226626,194865623.2,2090719512
l2,478,675,4,252,483,2,4,8,0.002610211867,29090124,0.07534170151,120456,58180248,3816,963168,314.4156807,8,16,3677280768,919320192,229830048,2399620.475,919320192,0.02088169494,459660096,2399620.475,1199810.237,114915024,28728756,599905.1187,229830048
none,316,728,4,707,300,2,4,8,0.009515852079,33511800.01,0.09172463417,223412,67023600,2400,1787296,2125.955545,8,16,4289510400,1072377600,268094400,10204586.61,1072377600,0.07612681663,536188800,10204586.61,5102293.307,134047200,33511800,2551146.654,268094400
l1,638,695,4,444,149,5,3,8,0.01349328049,52759410.01,0.6031577587,283272,42207528,1192,2266176,3822.268551,15,120,5064903360,1266225840,316556460,17085540.42,1688301120,0.2023992074,337660224,22780720.56,4556144.113,84415056,21103764,5695180.141,422075280
elasticnet,493,629,4,1105,637,2,3,6,0.01573766317,173507652.5,2.221226215,544765,347015305,3822,3268590,8573.328077,6,36,12492550980,3123137745,780784436.3,49150889.86,4164183660,0.09442597902,2082091830,65534519.82,32767259.91,520522957.5,130130739.4,16383629.95,1041045915
elasticnet,895,157,8,752,1080,4,3,10,0.0479416736,363441600,5.613289118,673040,726883200,10800,6730400,32266.664,12,120,87225984000,10903248000,1362906000,522719956.8,29075328000,0.5753000832,7268832000,1393919885,348479971.2,908604000,113575500,174239985.6,3634416000
none,902,9,8,1194,480,7,4,8,0.05157171248,452334960.1,1.105895042,1076988,516954240,3840,8615904,55542.11548,28,224,115797749760,14474718720,1809339840,746486032.1,28949437440,1.444007949,4135633920,1492972064,213281723.4,516954240,64619280,186621508,3618679680
elasticnet,224,697,8,1330,589,4,2,10,0.07248992827,87737440.07,1.507113457,297920,175474880,5890,2979200,21596.19943,8,80,14037990400,1754748800,219343600,127201614.6,7018995200,0.5799194262,1754748800,508806458.6,127201614.6,219343600,27417950,63600807.32,877374400
none,820,155,4,1274,1318,7,4,10,0.03861711631,2409554420,3.912231652,1044680,1376888240,13180,10446800,40342.52907,28,280,385528707200,96382176800,24095544200,3722001732,96382176800,1.081279257,13768882400,3722001732,531714533.1,3442220600,860555150,930500432.9,24095544200
elasticnet,500,505,16,1339,1047,7,3,11,0.07623611208,306672843.8,5.622286558,669500,700966500,11517,7316500,51040.07704,21,231,161923261500,10120203844,632512740.2,771524994.5,53974420500,1.600958354,7710631500,4114799971,587828567.2,481914468.8,30119654.3,257174998.2,3373401281
l1,113,7,2,624,816,9,4,11,0.01325872357,258920064,1.705229282,70512,57537792,8976,775632,934.8991164,36,396,22784965632,11392482816,5696241408,151049780.4,5696241408,0.4773140485,632915712,75524890.22,8391654.469,316457856,158228928,37762445.11,2848120704
elasticnet,112,616,4,1047,179,5,5,9,0.02041291616,26237820.02,0.4028890133,117216,20990256,1611,1055376,2392.720381,25,225,4720874400,1180218600,295054650,24091703.33,944174880,0.510322904,188834976,19273362.67,3854672.533,47208744,11802186,4818340.666,236043720
l1,444,539,8,719,118,10,5,12,0.09192012128,47087310.09,0.9043483734,319236,37669848,1416,3830832,29344.21184,50,600,22601908800,2825238600,353154825,259696274.8,4520381760,4.596006064,452038176,415514039.6,41551403.96,56504772,7063096.5,51939254.95,565047720
l2,907,868,4,1321,1026,3,2,5,0.01777848686,921974116.5,1.707449436,1198147,1229298822,5130,5990735,21301.2407,6,30,36878964660,9219741165,2304935291,163913047.2,18439482330,0.1066709212,6146494110,327826094.3,109275364.8,1536623528,384155881.9,81956523.58,4609870583
elasticnet,510,999,16,281,343,4,2,8,0.05931024312,12288832.56,0.5090444088,143310,49155330,2744,1141680,8499.750942,8,16,3145941120,196621320,12288832.5,11661658.29,1572970560,0.474481945,393242640,93293266.33,23323316.58,24577665,1536104.063,5830829.146,98310660
elasticnet,442,119,16,578,1035,7,4,9,0.05684392227,115682726.3,2.212547541,255476,216417660,9315,2299284,14522.25789,28,252,66633250320,4164578145,260286134.1,236730956.4,16658312580,1.591629824,2379758940,946923825.4,135274832.2,148734933.8,9295933.359,59182739.09,1041144536
elasticnet,957,532,1,1395,802,3,2,7,0.00230165056,3212046090,22.32152057,1335015,1070682030,5614,9345105,3072.738022,6,42,44968645260,44968645260,44968645260,103502107.5,22484322630,0.01380990336,7494774210,51751053.77,17250351.26,7494774210,7494774210,51751053.77,22484322630
elasticnet,122,792,4,497,1030,4,3,9,0.05877720505,62453020.06,0.504525423,60634,62453020,9270,545706,3563.897051,12,108,6744926160,1686231540,421557885,99111976.99,2248308720,0.7053264606,562077180,132149302.7,33037325.66,140519295,35129823.75,33037325.66,562077180
none,119,202,4,433,863,9,2,11,0.09626130119,100052552.3,0.2027921677,51527,44467801,9493,566797,4960.056066,18,198,8804624598,2201156150,550289037.4,211886155.1,4402312299,1.732703421,489145811,423772310.1,47085812.24,122286452.8,30571613.19,105943077.5,1100578075
l1,719,538,4,444,838,10,2,9,0.01904384753,668799420,4.810433149,319236,267519768,7542,2873124,6079.48171,20,180,48153558240,12038389560,3009597390,229257255.3,24076779120,0.3808769506,2407677912,458514510.6,45851451.06,601919478,150479869.5,114628627.6,6019194780
l2,522,539,2,1275,883,4,2,7,0.01151289123,1175361300,1.505801439,665550,587680650,6181,4658850,7662.404758,8,56,32910116400,16455058200,8227529100,189445295.2,16455058200,0.09210312984,4113764550,189445295.2,47361323.81,2056882275,1028441138,94722647.62,8227529100
l1,452,55,4,256,1095,6,3,7,0.04286543098,190056960,1.505218983,115712,126704160,7665,809984,4960.04475,18,126,15964784640,3991196160,997799040,171084343.5,5321594880,0.7715777576,886932480,228112458,38018743.01,221733120,55433280,57028114.51,1330398720
l2,451,12,8,1231,262,6,2,10,0.03402123505,109093066.5,0.4049165249,555181,145457422,2620,5551810,18887.9433,12,120,17454890640,2181861330,272732666.3,74229617.15,8727445320,0.4082548206,1454574220,296918468.6,49486411.44,181821777.5,22727722.19,37114808.58,1090930665
elasticnet,334,368,4,873,1024,8,3,8,0.07323161426,597159936.1,4.510543346,291582,298579968,8192,2332656,21353.02055,24,192,57327353856,14331838464,3582959616,1049543666,19109117952,1.757558742,2388639744,1399391555,174923944.3,597159936,149289984,349847888.7,4777279488
l2,350,42,1,936,1397,5,2,8,0.07427856903,2288286000,2.897520304,327600,457657200,11176,2620800,24333.65921,10,80,36612576000,36612576000,36612576000,2719529754,18306288000,0.7427856903,3661257600,1359764877,271952975.4,3661257600,3661257600,1359764877,18306288000
l1,711,892,8,267,142,2,2,9,0.08400974351,6739213.584,0.1527986526,189837,26956854,1278,1708533,15948.15768,4,36,970446744,121305843,15163230.38,10190872.76,485223372,0.336038974,242611686,40763491.03,20381745.51,30326460.75,3790807.594,5095436.378,60652921.5
elasticnet,592,769,1,191,805,8,3,7,0.02997324597,728183680,5.008789539,113072,91022960,5635,791504,3389.134868,24,168,15291857280,15291857280,15291857280,458346599.6,5097285760,0.7193579033,637160720,152782199.9,19097774.98,637160720,637160720,152782199.9,5097285760
elasticnet,707,127,8,1074,508,8,3,7,0.07910161127,385733544.1,3.209592342,759318,385733544,3556,5315226,60063.27727,24,168,64803235392,8100404424,1012550553,640755041.9,21601078464,1.89843867,2700134808,1708680112,213585014,337516851,42189606.38,213585014,2700134808
elasticnet,600,381,4,1284,830,3,3,7,0.09583045881,479574000.1,4.411065578,770400,639432000,5810,5392800,73827.78547,9,63,40284216000,10071054000,2517763500,965113725.5,13428072000,0.8624741293,4476024000,1286818301,428939433.6,1119006000,279751500,321704575.2,3357018000
l2,552,180,16,1172,756,2,3,8,0.04739655022,61136208.05,0.6213223934,166944,489089616,6048,5175552,7912.56968,6,48,6058063872,378628992,23664312,17945708.03,2019354624,0.2843793013,1009677312,95710442.85,47855221.42,63104832,3944052,5981902.678,126209664
elasticnet,934,582,16,703,1190,2,5,8,0.01263568529,97669547.51,5.368126392,656602,781356380,9520,5252816,8296.616233,10,80,62508510400,3906781900,244173868.8,49364866.59,12501702080,0.1263568529,6250851040,157967573.1,78983786.54,390678190,24417386.88,9872973.317,781356380
elasticnet,701,0,16,881,997,9,3,8,0.02310597929,346347144.6,4.818053484,617581,615728257,7976,4940168,14269.8138,27,216,132997303512,8312331470,519520716.8,192064558.8,44332434504,0.6238614408,4925826056,1024344314,113816034.8,307864128.5,19241508.03,64021519.6,2770777157
l1,416,924,1,1378,223,6,3,8,0.03714907049,767005824,6.450396299,639392,142584416,1784,5115136,23752.81848,18,144,20532155904,20532155904,20532155904,762750507,6844051968,0.6686832688,1140675328,254250169,42375028.17,1140675328,1140675328,254250169,6844051968
l1,446,13,8,837,414,3,3,6,0.01244465512,57955135.51,1.105915785,373302,154547028,2484,2239812,4645.614646,9,54,8345539512,1043192439,130399054.9,12982170.13,2781846504,0.1120018961,927282168,34619120.34,11539706.78,115910271,14488783.88,4327390.042,347730813
l2,431,19,4,1256,761,2,3,7,0.09004000506,205978348.1,0.528844595,541336,411956696,5327,3789352,48741.89618,6,42,17302181232,4325545308,1081386327,389472121.4,5767393744,0.5402400304,2883696872,519296161.9,259648080.9,720924218,180231054.5,129824040.5,1441848436
l1,190,192,4,194,1037,3,4,7,0.06906081646,28667865.07,0.3029060316,36860,38223820,7259,258020,2545.581695,12,84,3210800880,802700220,200675055,55435132.57,802700220,0.8287297975,267566740,55435132.57,18478377.52,66891685,16722921.25,13858783.14,200675055
none,761,671,1,1021,1362,9,5,11,0.0979467202,9524233098,11.71516609,776981,1058248122,14982,8546791,76102.74061,45,495,523832820390,523832820390,523832820390,51307706690,104766564078,4.407602409,11640729342,10261541338,1140171260,11640729342,11640729342,10261541338,104766564078
l1,902,99,1,107,1384,8,5,8,0.01568210809,1068603008,5.963968277,96514,133575376,11072,772112,1513.54298,40,320,42744120320,42744120320,42744120320,670317915.1,8548824064,0.6272843236,1068603008,134063583,16757947.88,1068603008,1068603008,134063583,8548824064
none,286,740,4,321,861,10,2,9,0.09148767336,197612415.1,0.3030841351,91806,79044966,7749,826254,8399.11734,20,180,14228093880,3557023470,889255867.5,325423801.4,7114046940,1.829753467,711404694,650847602.7,65084760.27,177851173.5,44462793.38,162711900.7,1778511735
none,434,745,16,1351,1020,3,3,9,0.01196624877,112136377.5,0.8112385273,586334,598060680,9180,5277006,7016.218506,9,81,48442915080,3027682193,189230137,36229998.31,16147638360,0.1076962389,5382546120,193226657.7,64408885.89,336409132.5,21025570.78,12076666.1,1009227398
l2,511,919,16,742,146,8,3,11,0.01452412607,27678826.01,0.2075846195,379162,55357652,1606,4170782,5506.996689,24,216,14614420128,913401258,57087578.63,13266355.02,4871473376,0.3485790257,608934172,70753893.46,8844236.682,38058385.75,2378649.109,4422118.341,304467086
elasticnet,326,600,1,128,572,5,2,10,0.05486076774,119342080.1,0.835600853,41728,23868416,5720,417280,2289.230116,10,100,2386841600,2386841600,2386841600,130943962.6,1193420800,0.5486076774,238684160,65471981.32,13094396.26,238684160,238684160,65471981.32,1193420800
elasticnet,616,397,16,476,548,6,5,11,0.04373877718,60255888.04,1.51012969,316016,173203072,6028,3476704,13822.15341,30,330,57148333440,3571770840,223235677.5,156224888.9,11429666688,1.312163315,1904944448,499919644.5,83319940.75,119059028,7441189.25,31244977.78,714354168
l2,953,74,2,385,545,8,2,10,0.0678676716,799852900.1,1.203916073,366905,199963225,5450,3669050,24900.98805,16,160,31994116000,15997058000,7998529000,1085683079,15997058000,1.085882746,1999632250,1085683079,135710384.9,999816125,499908062.5,542841539.5,7998529000
none,221,628,16,536,655,10,5,9,0.01935415113,48492925.02,0.2071692944,118456,77588680,5895,1066104,2292.615326,50,450,34914906000,2182181625,136386351.6,42234272.96,6982981200,0.9677075565,698298120,135149673.5,13514967.35,43643632.5,2727727.031,8446854.593,436436325
none,476,161,16,1311,1123,6,5,9,0.09946763079,262797160.6,0.9102890491,624036,700792428,10107,5616324,62071.38245,30,270,189213955560,11825872223,739117013.9,1176291492,37842791112,2.984028924,6307131852,3764132774,627355462.4,394195740.8,24637233.8,235258298.4,2365174445
l1,952,819,1,717,814,6,3,8,0.08351570908,3333740256,18.20137239,682584,555623376,6512,5460672,57006.48677,18,144,80009766144,80009766144,80009766144,6682072353,26669922048,1.503282763,4444987008,2227357451,371226241.8,4444987008,4444987008,2227357451,26669922048
l2,454,778,2,999,458,7,3,10,0.08219949361,727034238.1,1.305962324,453546,207724068,4580,4535460,37281.25153,21,210,43622054280,21811027140,10905513570,1792855386,14540684760,1.726189366,2077240680,1195236924,170748132,1038620340,519310170,597618462,7270342380
none,778,282,4,553,1333,7,5,8,0.03455904927,1003628364,1.405981779,430234,573501922,10616,3441872,14868.478,35,280,159857745040,39964436260,9991109065,1381132922,31971549008,1.209566724,4567364144,1104906337,157843762.5,1141841036,285460259,276226584.4,7992887252
l1,143,554,8,141,1226,2,2,8,0.05774673446,6179959.558,0.1393473148,20163,24719838,9808,161304,1164.347407,4,32,791034816,98879352,12359919,5709959.684,395517408,0.2309869378,197758704,22839838.73,11419919.37,24719838,3089979.75,2854979.842,49439676
none,958,166,1,194,181,3,2,7,0.07428620606,100917636.1,0.1424884796,185852,33639212,1267,1300916,13806.23997,6,42,1412846904,1412846904,1412846904,104955036.2,706423452,0.4457172364,235474484,52477518.12,17492506.04,235474484,235474484,52477518.12,706423452
elasticnet,160,916,4,485,857,4,5,10,0.08763354763,66503200.09,2.00579977,310400,266012800,8570,3104000,27201.45318,20,200,53202560000,13300640000,3325160000,1165582269,10640512000,1.752670953,2660128000,932465815.2,233116453.8,665032000,166258000,233116453.8,2660128000
l1,352,558,2,1197,675,9,2,7,0.01607359069,1279832400,8.816213369,421344,284407200,4725,2949408,6772.510996,18,126,35835307200,17917653600,8958826800,288001030.1,17917653600,0.2893246324,1990850400,288001030.1,32000114.45,995425200,497712600,144000515,8958826800
none,204,98,16,166,803,6,4,7,0.005976656557,10197297.01,0.1082818508,33816,27192792,5621,237048,202.1066181,24,168,4561913664,285119604,17819975.25,1704061.951,1140478416,0.1434397574,190079736,6816247.803,1136041.301,11879983.5,742498.9688,426015.4877,71279901
none,943,838,2,343,1195,8,3,9,0.01857409111,1546086220,1.905147552,323449,386521555,10755,2911041,6007.771195,24,216,83488655880,41744327940,20872163970,775362950.5,27829551960,0.4457781866,3478693995,516908633.7,64613579.21,1739346998,869673498.8,258454316.8,13914775980
l1,880,789,8,639,1191,9,3,11,0.09240495579,753438510.1,7.415954828,562320,669723120,13101,6185520,51961.15474,27,297,198907766640,24863470830,3107933854,2297507923,66302588880,2.494933806,7366954320,6126687794,680743088.2,920869290,115108661.3,765835974.3,8287823610
l1,898,874,4,338,1016,6,5,10,0.0686922844,462570576.1,3.808150768,303524,322949536,10160,3035240,20849.75693,30,300,92514115200,23128528800,5782132200,1588751478,18502823040,2.060768532,3083803840,1271001182,211833530.4,770950960,192737740,317750295.6,4625705760
none,900,878,4,184,1076,5,4,9,0.0238492302,222732000,0.5030546188,165600,178185600,9684,1490400,3949.432521,20,180,32073408000,8018352000,2004588000,191231522.7,8018352000,0.476984604,1603670400,191231522.7,38246304.53,400917600,100229400,47807880.67,2004588000
elasticnet,727,881,16,663,900,10,3,9,0.04199537067,271125562.5,3.618200016,482001,433800900,8100,4338009,20241.81066,30,270,117126243000,7320390188,457524386.7,307422499.4,39042081000,1.25986112,3904208100,1639586663,163958666.3,244013006.3,15250812.89,102474166.5,2440130063
l1,948,732,1,271,1063,4,4,8,0.05031378138,1092372816,5.927548409,256908,273093204,8504,2055216,12926.01295,16,128,34955930112,34955930112,34955930112,1758765026,8738982528,0.8050205021,2184745632,439691256.4,109922814.1,2184745632,2184745632,439691256.4,8738982528
elasticnet,878,447,1,160,227,10,2,9,0.02178879091,318889600,2.075516701,140480,31888960,2043,1216320,3060.889347,20,180,5740012800,5740012800,5740012800,125067938.7,2870006400,0.4357758182,287000640,62533969.36,6253396.936,287000640,287000640,62533969.36,2870006400
none,726,559,1,1048,357,10,3,8,0.07611581093,2716227360,4.705183268,760848,271622736,2856,6086784,57912.56251,30,240,65189456640,65189456640,65189456640,4961948356,21729818880,2.283474328,2172981888,1653982785,165398278.5,2172981888,2172981888,1653982785,21729818880
l2,732,871,1,299,1081,7,3,8,0.05165195744,1656174156,2.02889967,218868,236596308,8168,1750944,11304.96062,21,168,37541990304,37541990304,37541990304,1939117285,12513996768,1.084691106,1787713824,646372428.5,92338918.35,1787713824,1787713824,646372428.5,12513996768
elasticnet,911,612,2,760,724,10,3,11,0.03339080104,2506343200,16.92639995,692360,501268160,7916,7615960,23118.45501,30,330,164421652800,82210826400,41105413200,2745085348,54807217600,1.001724031,5480721760,1830056898,183005689.8,2740360880,1370180440,915028449.2,27403608800
l2,780,810,4,1142,1079,10,3,11,0.02069349332,2402825100,3.70978117,890760,961130040,11869,9798360,18432.93611,30,330,317172913200,79293228300,19823307075,1640853890,105724304400,0.6208047996,10572430440,2187805187,218780518.7,2643107610,660776902.5,546951296.7,26431076100
none,761,303,2,145,1318,4,2,9,0.04521332895,290869420,0.4027199745,110345,145434710,11862,993105,4989.064783,8,72,10471299120,5235649560,2617824780,236721145.8,5235649560,0.3617066316,1308912390,236721145.8,59180286.46,654456195,327228097.5,118360572.9,2617824780
l1,202,873,8,867,999,6,4,7,0.07497882989,131219149.6,1.20163568,175134,174958866,6993,1225938,13131.34239,24,168,29393089488,3674136186,459267023.3,275482432.1,7348272372,1.799491917,1224712062,550964864.2,91827477.36,153089007.8,19136125.97,68870608.02,918534046.5
l1,420,883,1,886,1213,5,3,9,0.09976021843,2256907800,12.56846571,372120,451381560,10917,3349080,37122.77248,15,135,60936510600,60936510600,60936510600,6079039608,20312170200,1.496403276,4062434040,2026346536,405269307.2,4062434040,4062434040,2026346536,20312170200
elasticnet,715,91,1,1107,757,8,2,10,0.07566912216,4793354280,33.45044708,791505,599169285,7570,7915050,59892.48854,16,160,95867085600,95867085600,95867085600,7254178211,47933542800,1.210705955,5991692850,3627089106,453386138.2,5991692850,5991692850,3627089106,47933542800
elasticnet,414,872,2,1017,872,7,5,8,0.07881676703,1285007976,10.51932883,421038,367145136,6976,3368304,33184.85396,35,280,102800638080,51400319040,25700159520,4051206971,20560127616,2.758586846,2937161088,1620482788,231497541.2,1468580544,734290272,810241394.2,10280063808
elasticnet,147,299,4,543,1039,10,5,12,0.05750018808,207335047.6,1.90612936,79821,82934019,12468,957852,4589.722513,50,600,49760411400,12440102850,3110025713,715308253.6,9952082280,2.875009404,995208228,572246602.9,57224660.29,248802057,62200514.25,143061650.7,2488020570
elasticnet,389,574,4,906,147,7,3,11,0.07737352386,90663646.58,1.304673672,352434,51807798,1617,3876774,27269.06051,21,231,11967601338,2991900335,747975083.6,231493871.9,3989200446,1.624844001,569885778,308658495.9,44094070.84,142471444.5,35617861.13,77164623.97,997300111.5
none,159,556,4,999,1000,7,2,8,0.003856736606,277971750,0.5043346882,158841,158841000,8000,1270728,612.6078992,14,112,17790192000,4447548000,1111887000,17153021.18,8895096000,0.05399431248,1270728000,34306042.36,4900863.194,317682000,79420500,8576510.589,2223774000
l1,998,418,16,831,193,10,5,8,0.05086389583,100038896.3,1.812030792,829338,160062234,1544,6634704,42183.36164,50,400,64024893600,4001555850,250097240.6,203534719.9,12804978720,2.543194792,1280497872,651311103.7,65131110.37,80031117,5001944.813,40706943.98,800311170
l2,930,899,2,700,1152,8,2,11,0.03927303773,2999808000,3.70854187,651000,749952000,12672,7161000,25566.74756,16,176,131991552000,65995776000,32997888000,2591854601,65995776000,0.6283686037,8249472000,2591854601,323981825.1,4124736000,2062368000,1295927300,32997888000
elasticnet,875,177,16,802,676,8,5,10,0.09958620793,237191500.1,3.61275959,701750,474383000,6760,7017500,69884.62141,40,400,189753200000,11859575000,741223437.5,1181050102,37950640000,3.983448317,4743830000,3779360326,472420040.8,296489375,18530585.94,236210020.4,2371915000
elasticnet,856,573,2,1029,306,8,2,7,0.01551161163,1078128576,9.815907955,880824,269532144,2142,6165768,13662.9998,16,112,30187600128,15093800064,7546900032,234129164.6,15093800064,0.2481857861,1886725008,234129164.6,29266145.58,943362504,471681252,117064582.3,7546900032
elasticnet,427,128,4,913,572,6,3,10,0.03867852944,334492158,3.409080029,389851,222994772,5720,3898510,15078.86338,18,180,40139058960,10034764740,2508691185,388129943.4,13379686320,0.6962135299,2229947720,517506591.2,86251098.54,557486930,139371732.5,129376647.8,3344921580
l1,782,26,16,308,1192,3,5,6,0.01362002835,53831316.01,1.711677551,240856,287100352,7152,1445136,3280.465548,15,90,25839031680,1614939480,100933717.5,21995521.5,5167806336,0.2043004253,1722602112,70385668.8,23461889.6,107662632,6728914.5,4399104.3,322987896
l1,105,374,2,1058,549,7,3,7,0.008472213628,213459435,1.504757404,111090,60988410,3843,777630,941.1782119,21,147,8965296270,4482648135,2241324068,37977952.62,2988432090,0.1779164862,426918870,25318635.08,3616947.868,213459435,106729717.5,12659317.54,1494216045
l2,907,329,4,116,779,7,2,7,0.02050217832,143430259,0.3030436039,148748,115874692,5453,1041236,3049.658021,14,98,11355719816,2838929954,709732488.5,58204248.15,5677859908,0.2870304965,811122844,116408496.3,16629785.19,202780711,50695177.75,29102124.08,1419464977
none,374,160,2,750,504,7,4,10,0.0784793872,494802000.1,0.9034280777,280500,141372000,5040,2805000,22013.46811,28,280,39584160000,19792080000,9896040000,1553270310,9896040000,2.197422842,1413720000,776635154.9,110947879.3,706860000,353430000,388317577.5,4948020000
elasticnet,692,120,4,144,1206,5,3,8,0.09437394007,150219360.1,1.806587458,99168,120175488,9168,797184,9358.874889,15,120,13637583360,3409395840,852348960,321758118.7,4545861120,1.415609101,909172224,429010824.9,85802164.98,227293056,56823264,107252706.2,1136465280
l1,228,140,4,395,931,5,5,7,0.04606709141,104807325,1.006319046,90060,83845860,6517,630420,4148.802252,25,175,14673025500,3668256375,917064093.8,168985901.7,2934605100,1.151677285,586921020,135188721.4,27037744.28,146730255,36682563.75,33797180.35,733651275
none,876,414,2,776,717,9,3,10,0.02150673988,2193297264,3.207613707,679776,487399392,7170,6797760,14619.76561,27,270,131597835840,65798917920,32899458960,1415120212,43865945280,0.5806819768,4873993920,943413474.7,104823719.4,2436996960,1218498480,471706737.4,21932972640
l2,824,320,8,676,1199,6,5,8,0.0956890237,500903832.1,1.006120682,557024,667871776,9592,4456192,53301.08274,30,240,160289226240,20036153280,2504519160,1917239946,32057845248,2.870670711,5342974208,3067583914,511263985.6,667871776,83483972,383447989.2,4007230656
l1,998,198,1,1358,323,2,5,8,0.07102989779,875513464.1,3.660505295,1355284,437756732,2584,10842272,96265.684,10,80,35020538560,35020538560,35020538560,2487505274,7004107712,0.7102989779,3502053856,497501054.9,248750527.4,3502053856,3502053856,497501054.9,7004107712
none,670,939,1,559,178,7,5,8,0.07360812446,466664380.1,0.7782354355,374530,66666340,1424,2996240,27568.45085,35,280,18666575200,18666575200,18666575200,1374011591,3733315040,2.576284356,533330720,274802318.1,39257474.02,533330720,533330720,274802318.1,3733315040
elasticnet,435,286,8,769,347,9,5,12,0.06691261212,130586293.2,1.907328844,334515,116076705,4116,4014180,22383.27244,45,540,61958868300,7744858538,968107317.2,518228715.2,12391773660,3.011067545,1376863740,829165944.4,92129549.38,172107967.5,21513495.94,103645743,1548971708
none,781,974,1,703,1130,3,4,8,0.004793702028,1861255770,2.277281046,549043,620418590,9040,4392344,2631.948543,12,96,59560184640,59560184640,59560184640,285513777.9,14890046160,0.05752442434,4963348720,71378444.47,23792814.82,4963348720,4963348720,71378444.47,14890046160
elasticnet,788,216,8,965,804,2,2,7,0.01079636811,152844420,4.23216176,760420,611377680,5628,5322940,8209.774238,4,28,17118575040,2139821880,267477735,23102304.71,8559287520,0.04318547244,4279643760,92409218.83,46204609.41,534955470,66869433.75,11551152.35,1069910940
none,300,245,8,206,1341,7,2,8,0.03216228236,72514575.03,0.2058713436,61800,82873800,10728,494400,1987.62905,14,112,9281865600,1160233200,145029150,37315747.78,4640932800,0.450271953,662990400,149262991.1,21323284.45,82873800,10359225,18657873.89,580116600
none,761,828,16,1198,587,10,3,9,0.0205671277,334471866.3,1.210453749,911678,535154986,5283,8205102,18750.59785,30,270,144491846220,9030740389,564421274.3,185736390.8,48163948740,0.617013831,4816394874,990594084.3,99059408.43,301024679.6,18814042.48,61912130.27,3010246796
elasticnet,489,22,8,1026,252,3,4,8,0.07544834849,47411973.08,1.506068945,501714,121631928,2016,4013712,37853.49271,12,96,12137465088,1517183136,189647892,114468962,3034366272,0.9053801819,1011455424,228937923.9,76312641.31,126431928,15803991,28617240.49,379295784
l1,728,309,8,384,715,4,4,10,0.02950599753,99939840.03,1.305463314,279552,199879680,7150,2795520,8248.460622,16,160,31980748800,3997593600,499699200,117952986.9,7995187200,0.4720959605,1998796800,235905973.8,58976493.44,249849600,31231200,29488246.72,999398400
elasticnet,884,330,16,179,1382,3,5,10,0.06683094709,41002903.57,1.708337545,158236,218682152,13820,1582360,10575.06174,15,150,32802322800,2050145175,128134073.4,137013143.7,6560464560,1.002464206,2186821520,438442059.9,146147353.3,136676345,8542271.563,27402628.74,410029035
l2,301,970,8,984,1299,6,4,8,0.03460422462,288557262,0.6061618328,296184,384743016,10392,2369472,10249.21766,24,192,73870659072,9233832384,1154229048,319529609.9,18467664768,0.8305013909,3077944128,639059219.8,106509870,384743016,48092877,79882402.48,2308458096
